id,origin_city,origin_state,origin_country,origin_zip_code,dest_city,dest_state,dest_country,dest_zip_code,rate_type,pallet,weight,commodity,user_id_requested,rate,carrier,carrier_name,date_requested,date_completed,user_id_completed,note_completed,facility_code,note_request,ship_date,lane_or_quote,ltl_flags,carrier_active
175,St. Louis,MO,,,Albuquerque,NM,US,,Van,,,,,2587,30,Silver Spur Carriers,2024-02-07 17:16:00,2024-02-07 19:47:00,236,,NJ-NWK,,2024-02-13,lane,,1
176,Pittsburgh,PA,,,St. Louis,MO,,63101,Van,,,,,2094,10,Tideland Logistics,2024-05-13 13:34:00,,,,,,2024-05-17,lane,,1
177,Buffalo,NY,,14201,Charlotte,NC,US,28201,Van,,,,,2379,26,Old Glory Freight,2023-09-08 03:24:00,,,,,,2023-09-09,lane,,1
178,Reno,NV,US,89501,Chicago,IL,US,60601,Dump,,43523,,230,2476,,,2024-11-16 06:55:00,,,,CA-LB,,,lane,,1
179,Nashville,TN,,,Milwaukee,WI,US,53201,Van,,,,215,2013,,,2024-01-05 10:01:00,,,,,,2024-01-06,lane,,0
180,Portland,OR,,,Minneapolis,MN,,55401,Dump,,,,,1717,,,2022-11-16 07:08:00,,,,,,,lane,,1
181,Atlanta,GA,US,,Chicago,IL,,,Van,,,,,2432,6,Sentinel Logistics,2024-06-21 02:19:00,2024-06-21 05:30:00,205,,,,2024-06-28,lane,,0
182,Birmingham,AL,US,,Boise,ID,US,,Van,,30370,,,1080,,,2022-03-27 03:12:00,,,,,,2022-04-02,lane,,1
183,Louisville,KY,US,,Kansas City,MO,US,,Van,,36729,,157,2480,,,2025-03-12 22:47:00,,,,,,2025-03-18,lane,,1
184,Houston,TX,US,,Memphis,TN,,38101,Van,,,,,1878,,,2025-04-09 18:25:00,,,,,,2025-04-10,lane,,1
185,Minneapolis,MN,US,55401,Seattle,WA,US,,Van,,,Beverages,72,1918,,,2023-04-27 19:43:00,2023-04-27 21:56:00,55,,,,2023-04-30,lane,,1
186,Seattle,WA,US,,Portland,OR,US,97201,Van,,,,,1392,,,2025-06-29 01:41:00,,,,,,2025-07-08,quote,,0
187,Pittsburgh,PA,US,,Sacramento,CA,,,Van,,,,,1691,17,Black Hills Logistics,2025-06-11 15:50:00,,,,TX-DAL,,2025-06-20,lane,,1
188,New Orleans,LA,US,,Cleveland,OH,US,,Van,,,,,2503,6,Sentinel Logistics,2025-05-02 00:15:00,2025-05-02 02:43:00,171,,CA-LB,,2025-05-13,lane,,1
189,Cincinnati,OH,US,45201,Richmond,VA,US,23218,Van,,,,,1819,22,Vanguard Freight Co.,2022-12-17 13:38:00,2022-12-17 16:09:00,230,,,,,quote,,1
190,Milwaukee,WI,US,,Indianapolis,IN,,,Van,,23541,Chemicals (non-haz),,2523,,,2024-04-07 19:38:00,2024-04-07 23:00:00,156,,,,2024-04-09,lane,,1
191,Portland,OR,,97201,Salt Lake City,UT,US,84101,Van,,,,,1050,,,2025-08-05 22:36:00,2025-08-05 23:12:00,85,,IL-MAIN,,2025-08-09,quote,,1
192,Phoenix,AZ,US,,Milwaukee,WI,US,53201,Van,,,,,1396,,,2024-02-03 18:16:00,,,,,,2024-02-13,lane,,1
193,Minneapolis,MN,,,Columbus,OH,US,43215,Dump,3,,Food Grade,,2406,,,2023-04-10 22:10:00,2023-04-11 00:22:00,122,,,,,lane,,1
194,Richmond,VA,US,,Atlanta,GA,,,Van Haz,,26486,,,3010,7,Cardinal Carriers,2026-01-16 19:41:00,,,,,,2026-01-26,lane,,1
195,Seattle,WA,US,,Charlotte,NC,US,,Dump,,,Steel Coils,,2198,,,2022-11-19 08:49:00,,,,,,2022-11-26,lane,,0
196,Birmingham,AL,,,Minneapolis,MN,,,Van,,,,,2345,,,2022-12-26 16:06:00,,,,,,2023-01-01,lane,,0
197,Birmingham,AL,,35201,Des Moines,IA,,,Van,,35691,Construction Materials,,1642,18,Pinepoint Freight,2023-05-29 12:40:00,,,,GA-ATL,,2023-06-10,lane,,1
198,Omaha,NE,US,,Jacksonville,FL,US,,Van,,,,239,1272,8,Northwind Trucking,2024-11-29 06:31:00,,,,,,2024-12-03,quote,,1
199,Atlanta,GA,US,,New Orleans,LA,US,,Van,,,Aggregate,,1404,19,Anchor Bay Transport,2024-04-28 18:55:00,,,,,,2024-05-11,lane,,0
200,Sacramento,CA,US,,Birmingham,AL,US,,Van,,,,,1236,9,Summit Trail Freight,2021-07-10 06:24:00,,,,,,2021-07-20,lane,,1
201,St. Louis,MO,US,,Omaha,NE,,,Van,14,,,,1252,,,2024-12-02 03:46:00,,,,,,2024-12-09,quote,,0
202,Orlando,FL,US,,Nashville,TN,US,,Van,,,,,1709,12,Riverbend Carriers,2022-01-15 03:44:00,2022-01-15 04:41:00,228,,,,2022-01-29,quote,,1
203,Reno,NV,US,,St. Louis,MO,US,,Flatbed,,,Auto Parts,107,1982,,,2023-09-14 16:31:00,,,,,,2023-09-16,lane,,1
204,Phoenix,AZ,US,,Miami,FL,US,,Dump,,,,,2347,,,2024-10-19 08:56:00,,,,IL-MAIN,,,lane,,1
205,Long Beach,CA,US,,Houston,TX,US,77002,Van,,,,,1051,,,2021-10-11 12:33:00,,,,NJ-NWK,,2021-10-16,lane,,0
206,Phoenix,AZ,US,,New Orleans,LA,US,,Van,,,,,1218,,,2024-06-25 08:35:00,,,,,,,quote,,0
207,Cincinnati,OH,,,Orlando,FL,,,Van,,33793,,,1744,30,Silver Spur Carriers,2022-11-15 00:00:00,,,,,,,lane,,1
208,Boise,ID,US,,Louisville,KY,,,Van,,,,,1331,,,2025-01-01 20:24:00,,,,,,2025-01-03,lane,,1
209,Miami,FL,US,,Newark,NJ,US,07102,Dump,,16450,Industrial Machinery,,1481,9,Summit Trail Freight,2024-03-09 22:39:00,,,,,,2024-03-12,lane,,0
210,Birmingham,AL,,,Atlanta,GA,US,,Van,,,,,1245,,,2025-02-06 04:03:00,,,,,,2025-02-15,lane,,1
211,Birmingham,AL,,,Long Beach,CA,,90802,Van,,17764,Industrial Machinery,,2240,,,2023-03-02 12:43:00,,,,,,,lane,,1
212,Kansas City,MO,,64101,Jacksonville,FL,,,Van,,,,157,1568,6,Sentinel Logistics,2025-03-16 00:02:00,,,,,,2025-03-28,lane,,0
213,Columbus,OH,US,43215,Oklahoma City,OK,,73101,Van,,,Refrigerated Goods,,938,24,Lighthouse Logistics,2024-07-15 20:48:00,,,,NJ-NWK,,,lane,,1
214,Jacksonville,FL,US,,Richmond,VA,US,,Van,,39840,,,2220,,,2024-06-14 14:18:00,,,,,,2024-06-22,lane,,1
215,Boise,ID,US,,Indianapolis,IN,US,46204,Van,,17049,Recycled Metals,,1263,,,2024-01-13 10:07:00,2024-01-13 12:57:00,37,,,,2024-01-16,lane,,1
216,Chicago,IL,US,,Cleveland,OH,US,,Dump,,,,,3003,,,2025-07-10 02:29:00,,,,OH-COL,,2025-07-19,lane,,1
217,Pittsburgh,PA,US,,Reno,NV,US,,Van,,,,,2242,,,2024-06-08 07:36:00,,,,,,2024-06-20,lane,,1
218,Reno,NV,,,Richmond,VA,US,,Van,,,,28,2206,,,2025-07-28 17:20:00,,,,TN-MEM,,2025-08-08,quote,,0
219,Richmond,VA,US,,Memphis,TN,US,,Van,,33085,,,2554,,,2025-07-11 00:19:00,,,,,,2025-07-17,lane,,1
220,Orlando,FL,,,Los Angeles,CA,US,,Van,,21249,,,1971,24,Lighthouse Logistics,2025-08-21 23:04:00,,,,,,,lane,,1
221,Pittsburgh,PA,US,,Richmond,VA,US,23218,Van,,47925,,,2155,22,Vanguard Freight Co.,2024-10-06 01:19:00,,,,,,2024-10-16,lane,,1
222,Los Angeles,CA,US,,New Orleans,LA,US,,Van,,23838,,,1765,13,Frontier Hauling Co.,2024-07-04 08:05:00,,,,OH-COL,,2024-07-16,quote,,1
223,Newark,NJ,US,07102,Milwaukee,WI,,,Van,,37919,,209,2009,,,2023-01-26 11:38:00,,,,IL-MAIN,,,lane,,1
224,Buffalo,NY,,,Indianapolis,IN,,,Van,,,,,1281,,,2024-12-10 03:19:00,,,,,,2024-12-14,lane,,1
225,Nashville,TN,US,,Kansas City,MO,,,Van,,38607,,,2455,28,Heartland Express Co.,2025-03-16 19:17:00,2025-03-16 22:06:00,22,,,,2025-03-27,lane,,1
226,Detroit,MI,,48201,Albuquerque,NM,US,87101,Van,,,,,1182,12,Riverbend Carriers,2024-12-29 01:15:00,,,,,,2025-01-06,lane,,0
227,Memphis,TN,US,38101,Boise,ID,US,,Van,,,,,2025,8,Northwind Trucking,2023-10-09 12:42:00,2023-10-09 15:50:00,117,,,,2023-10-20,lane,,1
228,Detroit,MI,US,,Columbus,OH,US,,Van,,25357,,,1471,,,2025-07-23 04:27:00,,,,GA-ATL,,,lane,,1
229,Jacksonville,FL,US,,Indianapolis,IN,US,,Flatbed,,,Steel Coils,,1841,22,Vanguard Freight Co.,2022-09-21 00:48:00,,,,,,2022-10-01,lane,,1
230,Columbus,OH,US,,Kansas City,MO,US,64101,Van,,,,,1265,6,Sentinel Logistics,2024-01-11 00:59:00,,,,,,2024-01-23,lane,,1
231,Portland,OR,US,97201,Phoenix,AZ,,,Van,,,,,1837,27,Buckeye Hauling,2025-01-29 19:34:00,,,,,,,lane,,0
232,Detroit,MI,,,Miami,FL,,33101,Van,,,,,2526,,,2023-08-13 09:29:00,2023-08-13 10:46:00,176,,OH-COL,,,lane,,1
233,St. Louis,MO,,,Birmingham,AL,,,Van,,,,160,2193,4,Iron Range Carriers,2025-07-19 14:05:00,,,,,,2025-07-31,quote,,1
234,Kansas City,MO,US,,Denver,CO,,80201,Van,,44245,Lumber,,1419,29,Pacific Bend Logistics,2025-06-05 05:55:00,2025-06-05 09:13:00,202,,TN-MEM,,2025-06-10,quote,,1
235,Des Moines,IA,US,,New Orleans,LA,US,70112,Van,,,,65,1273,2,Crossroads Logistics,2022-05-05 19:00:00,2022-05-05 21:22:00,91,,TN-MEM,,2022-05-14,lane,,1
236,Miami,FL,,33101,Buffalo,NY,,,Dump,,,,240,1157,,,2024-08-26 17:11:00,,,,,,,lane,,1
237,Sacramento,CA,US,,Milwaukee,WI,,,Van,,,,,1057,,,2023-03-03 01:06:00,,,,,,,lane,,0
238,Buffalo,NY,US,,Omaha,NE,US,,Van,,16571,,71,1736,,,2024-10-06 15:51:00,2024-10-06 18:29:00,79,,OH-COL,,2024-10-10,lane,,1
239,Nashville,TN,,,Houston,TX,,,Van,,,Construction Materials,,2628,,,2024-07-06 00:07:00,,,,,,2024-07-18,lane,,0
240,Reno,NV,US,,Denver,CO,,80201,Van,,,,,1899,19,Anchor Bay Transport,2024-01-18 23:03:00,,,,,,2024-01-30,quote,,1
241,Kansas City,MO,US,64101,Omaha,NE,US,68101,Van,,,,149,1794,15,Meridian Trucking,2024-08-26 09:45:00,,,,,,2024-08-31,lane,,1
242,New Orleans,LA,US,70112,Albuquerque,NM,,87101,Van,,21439,,237,2379,,,2025-08-30 23:55:00,,,,NJ-NWK,,,lane,,1
243,Los Angeles,CA,US,,Denver,CO,US,80201,Van,,,,,1277,10,Tideland Logistics,2022-07-11 21:47:00,,,,,,2022-07-16,quote,,1
244,Cleveland,OH,US,44101,Reno,NV,US,,Van,,37199,,,1873,1,Apex Freightways,2023-06-20 22:51:00,,,,,,2023-06-22,lane,,0
245,Cincinnati,OH,,,Buffalo,NY,,14201,Van,,,,,1922,26,Old Glory Freight,2025-04-14 22:48:00,,,,,,2025-04-27,lane,,0
246,Buffalo,NY,,14201,Nashville,TN,US,37201,Van,,,,,954,,,2024-12-16 21:21:00,,,,,,,lane,,0
247,Phoenix,AZ,,,Boise,ID,US,,Dump,,,,,3183,11,Granite State Transport,2023-08-10 14:25:00,,,,,,2023-08-14,lane,,1
248,Omaha,NE,US,68101,Oklahoma City,OK,US,,Van,,22126,,,2133,,,2024-03-22 17:06:00,,,,,,2024-03-29,lane,,0
249,Indianapolis,IN,US,,Cincinnati,OH,US,,Van,,,,95,1448,,,2024-09-18 14:12:00,2024-09-18 17:58:00,101,,,,2024-10-01,lane,,1
250,Boise,ID,US,,Dallas,TX,US,,Van,,40838,,,2025,,,2025-04-18 11:07:00,,,,,,,lane,,1
251,Miami,FL,US,,Columbus,OH,US,,Van,,42253,,,2448,,,2024-10-23 04:46:00,,,,,,2024-10-26,lane,,1
252,Chicago,IL,,,Omaha,NE,US,,Van,,17481,Industrial Machinery,,1922,,,2023-04-23 16:17:00,,,,,,2023-04-29,quote,,1
253,Sacramento,CA,,,Buffalo,NY,US,,Van,,18458,Industrial Machinery,,2526,,,2024-10-04 21:42:00,2024-10-05 00:26:00,158,,,,,lane,,1
254,Richmond,VA,,,Orlando,FL,US,32801,Van Haz,,,,,3455,,,2023-06-03 20:30:00,,,,OH-COL,,2023-06-14,quote,,1
255,Richmond,VA,,,St. Louis,MO,,,Van,,,,,2451,3,Beacon Transport,2024-11-04 11:51:00,2024-11-04 15:13:00,199,,,,2024-11-07,quote,,1
256,Kansas City,MO,,,Cleveland,OH,US,,Van,,,,,1757,,,2023-10-14 20:16:00,,,,,,2023-10-17,quote,,1
257,Cincinnati,OH,US,,Portland,OR,US,97201,Dump,,,,,3062,,,2024-06-13 01:06:00,,,,IL-MAIN,,2024-06-27,lane,,1
258,Sacramento,CA,US,95814,Denver,CO,US,,Dump,,21402,,,2214,,,2023-01-05 17:00:00,,,,,,,lane,,1
259,Richmond,VA,US,,Newark,NJ,US,,Dump,,,,,2814,4,Iron Range Carriers,2022-05-25 19:08:00,,,,CA-LB,,,quote,,1
260,Phoenix,AZ,US,,Nashville,TN,US,,Van,,32345,,133,1220,30,Silver Spur Carriers,2023-07-01 01:24:00,,,,,,,quote,,1
261,Long Beach,CA,,,Atlanta,GA,US,,Van,23,17479,,,2096,23,Driftless Trucking,2025-01-14 14:01:00,,,,,,2025-01-25,lane,,0
262,Reno,NV,US,,Pittsburgh,PA,,15201,Van,,34846,,,1621,,,2024-12-05 15:07:00,,,,OH-COL,,,lane,,1
263,Portland,OR,US,,Detroit,MI,US,,Van,,,,,1241,1,Apex Freightways,2025-07-20 20:44:00,,,,,,2025-07-31,lane,,1
264,Memphis,TN,US,,Atlanta,GA,,,Van,,,,199,2466,,,2025-03-15 01:25:00,2025-03-15 04:53:00,187,,IL-MAIN,,2025-03-23,lane,,1
265,Chicago,IL,,,St. Louis,MO,,63101,Dump,,21968,,,1326,,,2023-08-18 03:29:00,,,,TX-DAL,,,lane,,1
266,Columbus,OH,US,,Phoenix,AZ,US,85001,Van,,,Steel Coils,42,1197,19,Anchor Bay Transport,2024-08-24 10:04:00,2024-08-24 10:42:00,213,,,,2024-09-05,quote,,1
267,Des Moines,IA,US,,Miami,FL,,,Van,,,Auto Parts,,2588,,,2025-03-19 15:44:00,2025-03-19 16:22:00,183,,,,2025-03-27,lane,,1
268,Sacramento,CA,,,Long Beach,CA,US,90802,Van,,22384,,,2333,,,2025-02-16 17:32:00,2025-02-16 20:51:00,180,,,,2025-02-21,lane,,1
269,Birmingham,AL,US,,Atlanta,GA,US,30303,Van,,30420,,,2198,,,2025-09-01 05:10:00,,,,NJ-NWK,,2025-09-03,quote,,1
270,Pittsburgh,PA,US,,Houston,TX,US,,Van,,27724,,,2037,,,2022-02-10 13:09:00,2022-02-10 15:47:00,136,,NJ-NWK,,2022-02-16,lane,,1
271,Miami,FL,,,Richmond,VA,,23218,Van,,,,,1780,,,2024-10-12 19:57:00,2024-10-12 22:20:00,238,,,,2024-10-19,quote,,0
272,Des Moines,IA,US,50301,Indianapolis,IN,US,,Van,,,,,1666,26,Old Glory Freight,2024-01-23 01:02:00,,,,,,,quote,,1
273,Miami,FL,US,,Charlotte,NC,US,28201,Dump,,44808,,,2081,23,Driftless Trucking,2021-08-09 21:19:00,2021-08-09 23:18:00,239,,,,2021-08-19,quote,,1
274,Atlanta,GA,US,,Miami,FL,US,33101,Van,,37000,,,2224,30,Silver Spur Carriers,2024-12-15 19:34:00,,,,,,2024-12-26,quote,,1
275,Cleveland,OH,US,,Columbus,OH,US,,Van,,29774,,,1476,,,2022-08-08 15:47:00,,,,,,2022-08-20,lane,,1
276,Reno,NV,US,,Miami,FL,,,Van,,45007,,,1057,6,Sentinel Logistics,2025-03-27 22:51:00,,,,,,,lane,,1
277,Miami,FL,,,Milwaukee,WI,US,,Dump,,16444,,,2963,17,Black Hills Logistics,2022-09-22 11:26:00,,,,,,2022-09-27,lane,,1
278,Orlando,FL,US,32801,Omaha,NE,US,,Van,,,,,985,15,Meridian Trucking,2023-08-16 08:14:00,,,,,,,quote,,0
279,Kansas City,MO,US,,Charlotte,NC,,,Van,,,Industrial Machinery,137,2097,,,2023-09-01 04:28:00,,,,,,2023-09-10,lane,,0
280,Indianapolis,IN,,46204,Chicago,IL,US,,LTL,,,,193,902,,,2024-05-16 20:45:00,,,,,,,lane,,1
281,Orlando,FL,,,Memphis,TN,,,Van,,,,,1299,,,2023-03-24 11:05:00,,,,OH-COL,,2023-03-28,lane,,1
282,Albuquerque,NM,US,,Dallas,TX,US,,Dump,,44201,,,2968,24,Lighthouse Logistics,2022-10-29 13:23:00,,,,,,2022-11-04,lane,,1
283,Des Moines,IA,US,,Richmond,VA,,,Van,,,,,2545,18,Pinepoint Freight,2023-08-11 16:21:00,2023-08-11 18:54:00,213,,,,2023-08-12,lane,,1
284,Des Moines,IA,,50301,Orlando,FL,US,32801,Van,,,,,1750,,,2024-03-23 00:50:00,2024-03-23 01:59:00,96,,,,,lane,,1
285,Seattle,WA,US,,Des Moines,IA,US,,Van,,,Mixed Load,,2219,9,Summit Trail Freight,2025-06-12 20:43:00,,,,CA-LB,,2025-06-14,lane,,1
286,Miami,FL,,,Sacramento,CA,US,,Dump,,,,152,2964,,,2024-05-24 20:11:00,,,,,,2024-05-27,quote,,1
287,Oklahoma City,OK,,,Milwaukee,WI,,,Van,,,,53,1905,,,2022-12-01 06:09:00,,,,,,,quote,,0
288,New Orleans,LA,US,70112,Salt Lake City,UT,US,84101,Van,,34967,,,951,,,2022-10-09 14:56:00,,,,,,2022-10-15,lane,,0
289,Houston,TX,US,77002,Memphis,TN,,,Flatbed,,31581,,236,1369,1,Apex Freightways,2024-02-10 06:06:00,2024-02-10 08:56:00,151,,,,2024-02-18,lane,,1
290,Jacksonville,FL,,,Des Moines,IA,US,,Van,,,,,1851,,,2025-05-27 23:39:00,2025-05-28 02:06:00,37,,TN-MEM,,2025-06-06,lane,,1
291,Des Moines,IA,,,St. Louis,MO,US,,Van,,35596,,,1122,5,Stellar Freight Solutions,2022-07-23 11:24:00,,,,,,2022-07-30,lane,,1
292,Cincinnati,OH,US,45201,Pittsburgh,PA,,15201,Van,,,,,2590,1,Apex Freightways,2026-01-18 13:12:00,,,,,,,lane,,1
293,Long Beach,CA,,,Kansas City,MO,,,Van,,,,,2205,23,Driftless Trucking,2023-02-12 06:38:00,,,,,,2023-02-16,lane,,0
294,Albuquerque,NM,US,87101,Jacksonville,FL,US,32099,Van,,18463,Auto Parts,,2394,,,2022-07-24 08:31:00,,,,,,2022-07-27,quote,,1
295,Birmingham,AL,US,35201,Detroit,MI,US,,Van,,,,,2614,14,Polaris Freight Group,2024-04-25 08:34:00,,,,CA-LB,,,lane,,1
296,Kansas City,MO,,,Oklahoma City,OK,US,,Van,,,Mixed Load,,1745,,,2025-01-02 15:48:00,2025-01-02 18:42:00,145,,,,2025-01-13,lane,,1
297,Atlanta,GA,US,,Columbus,OH,,43215,Van,,,,157,2685,2,Crossroads Logistics,2025-01-28 00:48:00,,,,NJ-NWK,,2025-01-30,lane,,1
298,Birmingham,AL,US,,Louisville,KY,,40201,Van,,,,,1602,,,2024-01-28 00:44:00,,,,NJ-NWK,,2024-02-03,lane,,0
299,Detroit,MI,US,,Oklahoma City,OK,US,,Dump,,,Construction Materials,,1567,,,2025-03-14 17:13:00,,,,,,2025-03-24,quote,,1
300,Orlando,FL,US,,Albuquerque,NM,,,Van,,,,,1885,,,2024-06-24 06:26:00,,,,,,2024-07-02,lane,,1
301,Buffalo,NY,,,Louisville,KY,US,40201,Van,,,,,1440,11,Granite State Transport,2022-03-02 06:23:00,,,,,,2022-03-14,quote,,1
302,Charlotte,NC,US,28201,Newark,NJ,,,Van,,,Paper Products,,2530,9,Summit Trail Freight,2023-05-08 09:29:00,,,,,,,lane,,1
303,Los Angeles,CA,US,,Phoenix,AZ,,,Van,,,,,2411,,,2022-03-14 13:57:00,,,,,,2022-03-16,lane,,1
304,Los Angeles,CA,US,,Charlotte,NC,US,,Van,,,Paper Products,,2583,4,Iron Range Carriers,2025-04-03 10:53:00,,,,,,2025-04-15,lane,,1
305,Charlotte,NC,,,Jacksonville,FL,US,32099,Van,,18583,,,2143,,,2025-01-02 09:01:00,,,,,,,lane,,0
306,Portland,OR,US,,Chicago,IL,,,Van,,25500,,,2548,,,2025-08-21 09:05:00,,,,,,,quote,,1
307,Denver,CO,US,80201,Louisville,KY,,40201,Van,,,,,1488,,,2024-12-15 16:04:00,,,,,,2024-12-29,quote,,1
308,Newark,NJ,US,07102,Kansas City,MO,US,,Van,,,,,2472,6,Sentinel Logistics,2025-12-02 20:48:00,2025-12-02 23:22:00,195,,,,2025-12-08,lane,,0
309,Pittsburgh,PA,US,,Memphis,TN,US,,Van,,26059,,,989,,,2024-10-22 20:14:00,,,,GA-ATL,,,quote,,0
310,Oklahoma City,OK,US,,Newark,NJ,US,07102,Van,,,,,1980,,,2023-01-26 08:18:00,,,,,,2023-02-02,lane,,0
311,Seattle,WA,US,,Des Moines,IA,,,Dump,,,,,1538,14,Polaris Freight Group,2022-05-24 15:08:00,,,,IL-MAIN,,,lane,,1
312,Richmond,VA,US,23218,Atlanta,GA,US,30303,Van,,26755,,52,1368,,,2024-09-22 09:25:00,,,,,,2024-10-01,lane,,1
313,Jacksonville,FL,,,Seattle,WA,US,98101,Van,,,,66,1196,,,2025-06-23 19:53:00,,,,,,2025-06-29,lane,,1
314,Nashville,TN,US,,Kansas City,MO,,,Dump,,,,,2068,24,Lighthouse Logistics,2022-08-14 15:02:00,,,,IL-MAIN,,,lane,,1
315,Cleveland,OH,US,,Des Moines,IA,,,Van,,22994,,,1609,,,2024-07-30 13:58:00,2024-07-30 17:16:00,147,,,,2024-08-05,lane,,1
316,Chicago,IL,US,,Denver,CO,,,Van,,,,,1132,,,2025-10-20 10:46:00,,,,TN-MEM,,,lane,,0
317,Minneapolis,MN,US,,Los Angeles,CA,US,90001,Van,,34565,,,1783,26,Old Glory Freight,2022-12-01 12:18:00,,,,,,,quote,,1
318,Jacksonville,FL,,,Omaha,NE,US,68101,Van,,45377,,,2117,,,2025-02-12 11:39:00,2025-02-12 14:22:00,129,,,,2025-02-21,lane,,1
319,Columbus,OH,,,Orlando,FL,US,,Van,,,,,1736,,,2023-07-30 01:35:00,2023-07-30 01:48:00,151,,,,2023-08-06,lane,,0
320,Atlanta,GA,US,30303,Los Angeles,CA,,,Van,,,,49,1514,,,2023-08-03 18:46:00,,,,IL-MAIN,,2023-08-13,quote,,1
321,New Orleans,LA,US,70112,Birmingham,AL,US,35201,Dump,,,,,1859,,,2024-11-02 23:38:00,,,,,,2024-11-16,lane,,0
322,Cleveland,OH,US,,New Orleans,LA,US,70112,Dump,,,Auto Parts,,1400,4,Iron Range Carriers,2023-05-02 20:54:00,,,,,,2023-05-07,lane,,0
323,Minneapolis,MN,US,,Dallas,TX,US,,Van,,,,,1972,,,2024-10-04 22:27:00,,,,,,,lane,,1
324,Sacramento,CA,US,,Memphis,TN,US,,Van,,37725,,,1706,6,Sentinel Logistics,2024-07-09 08:57:00,,,,GA-ATL,,,lane,,1
325,Birmingham,AL,US,35201,Columbus,OH,US,,Van,,,,,2339,,,2023-12-17 13:53:00,,,,NJ-NWK,,2023-12-23,quote,,0
326,Oklahoma City,OK,,,Orlando,FL,,,Van,,47995,Lumber,,957,14,Polaris Freight Group,2022-01-13 00:22:00,,,,TX-DAL,,2022-01-16,lane,,0
327,Albuquerque,NM,US,,Richmond,VA,US,,Dump,,21939,,94,2768,,,2022-01-26 14:51:00,,,,OH-COL,,,lane,,1
328,Albuquerque,NM,US,,Oklahoma City,OK,US,,Van Haz,,,,,2417,,,2022-11-12 11:21:00,,,,,,2022-11-16,quote,,1
329,Indianapolis,IN,,46204,Sacramento,CA,US,95814,Van,,,,,1829,,,2022-10-06 13:26:00,,,,,,,quote,,1
330,Louisville,KY,,,Dallas,TX,,75201,Van,,,,,2338,,,2024-11-05 20:09:00,,,,,,2024-11-16,quote,,0
331,Sacramento,CA,US,,Buffalo,NY,US,,Van,,,,,2155,,,2024-03-01 06:56:00,,,,,,,lane,,1
332,Reno,NV,US,,Miami,FL,US,,Van,,,,,1871,27,Buckeye Hauling,2024-07-08 16:21:00,,,,,,2024-07-09,lane,,1
333,Newark,NJ,US,,Cincinnati,OH,,,Van,,,,,2509,,,2021-05-08 10:15:00,,,,,,,lane,,1
334,Charlotte,NC,US,,Long Beach,CA,US,90802,Van,,19075,,,1664,7,Cardinal Carriers,2023-01-30 11:29:00,2023-01-30 14:33:00,128,,,,,lane,,1
335,Cincinnati,OH,US,,Oklahoma City,OK,,,Van Haz,,,,166,2716,,,2025-04-21 04:32:00,2025-04-21 07:36:00,137,,TX-DAL,,2025-05-03,quote,,1
336,Sacramento,CA,US,95814,Indianapolis,IN,US,46204,Van,,42640,,,987,,,2026-02-13 09:18:00,,,,TN-MEM,,,lane,,1
337,Cincinnati,OH,US,,Denver,CO,US,,Van,,,,,2100,24,Lighthouse Logistics,2025-01-06 19:08:00,,,,,,2025-01-14,lane,,0
338,Jacksonville,FL,,32099,Los Angeles,CA,US,,Van,22,18465,,,2623,,,2024-07-31 22:19:00,,,,,,2024-08-09,lane,,1
339,Des Moines,IA,US,50301,Cincinnati,OH,,,Van,,,Steel Coils,,2447,9,Summit Trail Freight,2024-09-08 12:37:00,2024-09-08 16:19:00,25,,,,2024-09-11,quote,,1
340,Phoenix,AZ,US,85001,St. Louis,MO,US,,Van,,,,,993,20,Crestwood Carriers,2023-08-03 03:20:00,2023-08-03 07:10:00,102,,,,2023-08-17,lane,,1
341,Milwaukee,WI,US,,Pittsburgh,PA,US,,Van,,41656,,,1702,,,2025-11-16 21:06:00,2025-11-16 23:30:00,186,,,,,lane,,1
342,Atlanta,GA,US,30303,Chicago,IL,US,60601,Van,,,,,1584,21,Skyline Logistics,2024-09-23 20:10:00,2024-09-24 00:10:00,143,,,,2024-09-28,quote,,0
343,Boise,ID,US,,Jacksonville,FL,US,,Van,,,,141,2173,22,Vanguard Freight Co.,2024-05-13 10:56:00,,,,,,2024-05-18,lane,,1
344,Chicago,IL,,,St. Louis,MO,US,,Van,,,,,1869,,,2024-12-13 15:48:00,,,,,,2024-12-24,lane,,0
345,Chicago,IL,US,,Newark,NJ,US,07102,Van,,,,,2176,27,Buckeye Hauling,2023-01-31 00:14:00,,,,,,,lane,,1
346,Cleveland,OH,US,,Chicago,IL,US,,Van,,,,,2087,,,2024-10-13 03:55:00,,,,,,2024-10-16,quote,,1
347,Jacksonville,FL,US,,Detroit,MI,,,Dump,,42991,Plastic Pellets,,2464,,,2025-12-02 21:34:00,,,,,,2025-12-10,lane,,0
348,Pittsburgh,PA,US,,Dallas,TX,US,75201,Van,,,,,2682,23,Driftless Trucking,2024-06-15 10:00:00,,,,TX-DAL,,2024-06-25,quote,,1
349,Denver,CO,US,80201,Nashville,TN,US,37201,Van,,,,,2296,,,2023-04-26 10:53:00,2023-04-26 12:20:00,153,,,,,lane,,1
350,Columbus,OH,US,,Dallas,TX,US,,Van,,,,,1072,,,2024-09-12 13:04:00,2024-09-12 13:20:00,163,,,,2024-09-26,lane,,1
